title,popularity,collection,genres_encoded
Night Editor,0.835896,No Collection,[6]
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",7.861004,No Collection,"[7, 3]"
Batman Forever,13.321354,Batman Collection,"[0, 4, 8]"
The Glitterball,0.165267,No Collection,"[7, 15]"
Bigga Than Ben,0.167188,No Collection,[]
Spend It All,0.001021,No Collection,[5]
Strip Search,1.900797,No Collection,"[0, 6]"
The Unfish,0.678833,No Collection,[3]
The Hacker Wars,0.631502,No Collection,[5]
Life Even Looks Like a Party,0.086215,No Collection,[5]
Täynnä tarmoa,0.046516,No Collection,[]
Seven Alone,0.201163,No Collection,"[6, 7]"
Twentieth Century,2.738773,No Collection,"[3, 14]"
Pentatonix: On My Way Home,0.598304,No Collection,"[12, 5]"
Diamonds,1.652447,No Collection,"[3, 6, 13]"
20 Ft Below: The Darkness Descending,1.74524,No Collection,[17]
"Back to Back, Face to Face",0.438368,No Collection,[6]
A Town Called Panic,2.259456,No Collection,"[1, 2, 3, 7, 8]"
Cannibal Girls,1.998366,No Collection,"[3, 11]"
Glumov's Diary,0.300576,No Collection,"[8, 3]"
D.O.A.,0.005351,No Collection,"[5, 12, 10]"
"Sumo Do, Sumo Don't",0.537545,No Collection,[3]
Sour Grapes,1.104042,No Collection,[5]
Svyato,0.401541,No Collection,[5]
The Bank,1.637955,No Collection,"[6, 17]"
Childish Games,1.885325,No Collection,"[6, 11, 17]"
Batman & Robin,17.038824,Batman Collection,"[0, 4, 8]"
Captain January,2.033395,No Collection,"[3, 7]"
George Carlin: On Location at Phoenix,0.040509,George Carlin Comedy Collection,"[16, 3, 5]"
The Cat's Meow,13.546984,No Collection,"[6, 13, 17]"
Unity,2.500114,No Collection,[5]
Let It Rain,8.161057,No Collection,[3]
El malvado Carabel,0.002559,No Collection,[]
Before the Winter Chill,1.99177,No Collection,[6]
The Red Spectacles,0.297129,No Collection,"[0, 9, 15]"
Hunt vs Lauda: F1's Greatest Racing Rivals,0.520616,No Collection,[5]
Jigsaw,1.049591,No Collection,"[6, 13, 17]"
A Fish in the Bathtub,0.492555,No Collection,[3]
Lush Life,0.952815,No Collection,[6]
Arguing the World,0.001188,No Collection,[]
Echoes of the Rainbow,1.867779,No Collection,"[3, 5, 6, 14]"
The Sting II,3.659745,The Sting Collection,"[0, 3, 6]"
Hide-Out,0.365873,No Collection,"[3, 4, 6, 14]"
Modify,0.719373,No Collection,[5]
Jailbait,2.133507,No Collection,"[4, 6, 17]"
Ballerina,0.001177,No Collection,[]
Flow,0.317829,No Collection,[6]
Return to Halloweentown,3.444536,Halloweentown Collection,"[1, 3, 7, 8, 16]"
Black Bread,3.546146,No Collection,"[6, 4]"
Marius,0.858991,La Trilogie Marseillaise,"[3, 6]"
The Bird People in China,2.524187,No Collection,"[1, 6]"
The Water Horse,5.083211,No Collection,"[8, 1, 7]"
No Blood Relation,0.216055,No Collection,[]
Russell Howard: Live,0.524643,No Collection,[3]
The Beach Boys: An American Family,0.002363,No Collection,[]
All About the Feathers,0.1257,No Collection,[3]
"Moonshot, the Flight of Apollo 11",1.18327,No Collection,[6]
True Love,1.082105,No Collection,"[3, 14]"
Brainscan,8.096719,No Collection,"[8, 11, 15]"
Krakatoa: The Last Days,0.506519,No Collection,"[6, 5]"
The Change-Up,6.906145,No Collection,[3]
Red Lights,1.24105,No Collection,"[17, 13, 4]"
Legendary: Tomb of the Dragon,6.554194,No Collection,"[0, 1]"
La buena nueva,0.307388,No Collection,[6]
Sparkle,0.765831,No Collection,"[6, 12]"
Crash Course,0.710193,No Collection,[]
Logorama,2.603271,No Collection,[2]
Police Academy 3: Back in Training,7.10005,Police Academy Collection,"[3, 4]"
The Undertaker and His Pals,0.312707,No Collection,"[3, 9, 11]"
Nice Dreams,11.389252,Cheech & Chong Collection,[3]
Be My Cat: A Film for Anne,0.339659,No Collection,"[11, 17]"
The Sword and the Rose,0.444989,No Collection,[6]
Ayn Rand & the Prophecy of Atlas Shrugged,0.318283,Atlas Shrugged Collection,[5]
Blueberry,7.892626,No Collection,[19]
Bad Boys,3.313524,No Collection,"[4, 6, 17]"
Divided We Fall,1.43661,No Collection,"[3, 6, 7, 18]"
The Bloodstained Shadow,0.689476,No Collection,"[11, 13, 17]"
Puerto Escondido,0.643316,No Collection,"[6, 3]"
Tonight It's Me,0.233897,No Collection,"[6, 14]"
The Days Between,0.158414,No Collection,[6]
Cold Comes the Night,11.823937,No Collection,"[4, 6, 17]"
Johnny Cool,0.243058,No Collection,"[0, 17]"
Alpha Dog,7.655603,No Collection,"[4, 6]"
Miss Sloane,14.017754,No Collection,"[6, 17]"
Dinosaur Island,2.002248,No Collection,"[1, 3, 8]"
Light Sleeper,7.468807,No Collection,"[6, 4]"
The 5th Wave,10.788263,No Collection,"[1, 15]"
The Cross of Lorraine,4.480694,No Collection,"[18, 6]"
The Roommate,8.453293,No Collection,"[17, 6, 11]"
Song of the Sea,6.967358,No Collection,"[7, 2, 8]"
13th,8.255986,No Collection,[5]
The Devil to Pay!,0.560279,No Collection,"[3, 14]"
Stray Dogs,0.143835,No Collection,[6]
Sophie's Revenge,1.199484,No Collection,"[3, 6, 14]"
Monsterman,0.016499,No Collection,"[5, 6]"
Life's a Breeze,1.472041,No Collection,"[6, 3]"
DC Showcase: Green Arrow,1.5528,No Collection,"[2, 1]"
Ju-on: The Grudge 2,5.165962,Ju-on Collection,"[11, 17]"
My Friends Need Killing,5e-05,No Collection,"[11, 6, 4]"
A Countess from Hong Kong,4.928589,No Collection,"[3, 14]"
Children of the Corn V: Fields of Terror,6.132346,Children of the Corn Collection,"[11, 17]"
The Loss of a Teardrop Diamond,1.458231,No Collection,"[6, 14]"
Edge of Fury,0.412671,No Collection,[17]
Porky's II: The Next Day,5.269838,Porky's Collection,[3]
Sexaholix... A Love Story,0.215474,No Collection,[3]
His Kind of Woman,4.285717,No Collection,"[6, 14, 17]"
Kills on Wheels,0.474027,No Collection,"[0, 6, 3]"
Little Ninjas,0.049521,No Collection,"[0, 1]"
The Same River Twice,0.073597,No Collection,[5]
Poison,0.732388,No Collection,"[17, 13]"
Husband Factor,0.656589,Kocan Kadar Konuş Serisi,"[14, 3]"
Tumbledown,0.19187,No Collection,"[6, 13, 14]"
Meat the Truth,0.09108,No Collection,[5]
Page Eight,5.38902,The Worricker Collection,"[13, 17, 6]"
Stavitel chrámu,0.038658,No Collection,[]
Never Cry Wolf,3.464922,No Collection,"[0, 1, 6]"
The Presence,2.086145,No Collection,"[6, 11, 17]"
Nil by Mouth,3.035339,No Collection,[6]
The Liquidator,1.017405,No Collection,"[3, 0, 1]"
Perry Mason: The Case of the Telltale Talk Show Host,0.016999,No Collection,[6]
El cimarrón,0.041651,No Collection,"[14, 6]"
Fatima,1.986733,No Collection,[6]
Downstairs,0.784385,No Collection,[6]
Harvard Man,4.242462,No Collection,[6]
Patton Oswalt: Werewolves and Lollipops,0.262641,No Collection,[3]
The Bridge,2.288764,No Collection,"[6, 10, 18]"
Lady in the Lake,4.558579,No Collection,"[13, 17, 4]"
Fallen City,0.609507,No Collection,"[0, 6]"
A Dangerous Game,1.165251,No Collection,[5]
Bastards,2.16237,No Collection,[6]
Nobody's Fool,2.891269,No Collection,"[6, 3]"
The Enforcer,2.568483,No Collection,"[0, 17, 4]"
Loose Cannons,5.633243,No Collection,"[3, 6, 14]"
Tony 10,0.412313,No Collection,"[9, 7]"
Sudden Danger,0.072413,No Collection,"[6, 4]"
Garrison Keillor: The Man on the Radio in the Red Shoes,0.059671,No Collection,[]
Doodlebug,3.729927,No Collection,"[8, 13]"
The Revengers,2.252723,No Collection,"[0, 19, 4]"
3 A.M.,1.065499,No Collection,"[4, 6]"
Déjà Vu,14.922904,No Collection,"[0, 17, 15]"
The Time Guardian,0.701202,No Collection,[15]
The Murder Pact,0.355751,No Collection,[17]
The Last Lullaby,0.011759,No Collection,"[6, 13]"
Lady Death,0.910428,No Collection,"[8, 2, 11, 0, 15]"
"Scream, Pretty Peggy",0.35504,No Collection,"[6, 11, 13, 17, 16]"
The Murderer Lives at Number 21,1.252491,No Collection,"[17, 4, 13]"
Chop,0.63181,No Collection,"[3, 11, 17]"
H2S,0.08202,No Collection,[]
The Spacewalker,10.181,No Collection,"[1, 6, 10]"
Spies Like Us,6.310054,No Collection,"[3, 1]"
Assault of the Sasquatch,0.445468,No Collection,"[0, 1, 11]"
A Chinese Ghost Story,7.792253,A Chinese Ghost Story Collection,"[8, 0]"
Torrente 2: Mission in Marbella,5.854434,Torrente Collection,"[3, 4]"
Happy Anniversary and Goodbye,0.439725,No Collection,[]
Stand and Deliver,5.355761,No Collection,[6]
Becket,3.651821,No Collection,"[6, 10]"
An Unfinished Life,7.761954,No Collection,[6]
Two Is a Family,17.181564,No Collection,"[6, 3]"
Amityville: A New Generation,6.401828,The Amityville Horror Collection,[11]
Picture This,13.415919,No Collection,[3]
Armless,0.137612,No Collection,[3]
The Adventures of Milo and Otis,2.500605,No Collection,"[1, 6, 7]"
Time Of My Life,0.639326,No Collection,[6]
Young Adam,5.235419,No Collection,"[6, 17, 4, 14]"
In the Time of the Butterflies,4.072273,No Collection,"[16, 17, 6, 10, 14]"
Terminal,1.524545,No Collection,"[11, 6]"
The Hands of Orlac,0.64846,No Collection,"[11, 4, 17]"
After the Rehearsal,2.281167,No Collection,[6]
The Cutting Edge,3.8143,The Cutting Edge Collection,"[3, 6, 14]"
Quiet Flows The Don,2.376189,No Collection,[6]
Providence,0.308563,No Collection,"[6, 14]"
Legend of the Red Dragon,2.946935,No Collection,"[3, 0, 1]"
Varsity Blood,0.310607,No Collection,[11]
Bigger Stronger Faster*,6.108182,No Collection,[5]
Can of Worms,0.419212,No Collection,"[3, 7, 15]"
Beyond Therapy,0.647205,No Collection,[3]
Shall We Dance,3.786353,No Collection,"[3, 12, 14]"
4 Little Girls,0.639411,No Collection,[5]
Artie Shaw: Time Is All You've Got,0.00012,No Collection,[]
Tell Me a Riddle,0.095124,No Collection,[6]
Sheila Levine is Dead and Living in New York,0.483841,No Collection,[3]
Three Little Words,0.661981,No Collection,"[3, 12, 14]"
Thin Ice,0.119526,No Collection,"[3, 14, 12]"
Main Khiladi Tu Anari,1.201935,No Collection,"[0, 9, 17]"
The Secret,3.276928,No Collection,"[6, 14]"
Friend,0.633237,No Collection,"[18, 10, 6]"
Fists of Iron,0.153846,"No Retreat, No Surrender Collection",[0]
Next Avengers: Heroes of Tomorrow,4.467383,No Collection,"[2, 7]"
A Gathering of Eagles,0.674983,No Collection,"[6, 14]"
LEGO DC Comics Super Heroes: Batman: Be-Leaguered,1.774731,LEGO DC Comics Super Heroes Collection,"[0, 1, 2, 7]"
The Truth About Bebe Donge,0.398774,No Collection,[6]
Suzanne,2.057347,No Collection,[6]
V.I. Warshawski,2.08013,No Collection,"[0, 1, 6, 13, 17]"
Dark Prince: The True Story of Dracula,1.821845,No Collection,[11]
The Hunt for the BTK Killer,9.789667,No Collection,"[16, 4, 6]"
The Man in the Moon,8.799169,No Collection,"[6, 7, 14]"
Mio in the Land of Faraway,5.553737,No Collection,"[1, 6, 8, 7, 13]"
Master of the Flying Guillotine,1.863293,No Collection,"[0, 9, 8]"
Shadow Boxers,0.00168,No Collection,[5]
Katzelmacher,1.3981,No Collection,[6]
George Carlin - On Location at USC,0.855637,George Carlin Comedy Collection,"[16, 3, 5]"
Heaven with a Gun,0.418499,No Collection,[19]
Dead End,0.387223,No Collection,"[11, 17]"
Songs from the Second Floor,2.42118,Living Trilogy,"[6, 3]"
Do We Really Need the Moon?,0.095046,No Collection,[5]
Audrey Rose,5.862098,No Collection,"[8, 6, 11, 17]"
When A Stranger Calls Back,1.224878,When a Stranger Calls Collection,"[11, 17]"
Dead of Night,6.954993,No Collection,"[3, 11, 13, 17]"
Snow Queen,4.749467,No Collection,"[1, 7, 8, 15]"
West Of Shanghai,0.127134,No Collection,"[18, 1, 6]"
TerrorVision,4.188751,No Collection,"[11, 15, 17]"
The Driftless Area,11.875146,No Collection,"[14, 6, 3, 13]"
Our Dancing Daughters,0.112326,No Collection,"[6, 14]"
The Rolling Stones - Havana Moon,0.403823,No Collection,[12]
The Amityville Playhouse,0.712917,The Amityville Horror Collection,[11]
The Night Before,3.351537,No Collection,[3]
Flight of the Conchords: A Texan Odyssey,0.042821,No Collection,"[3, 5]"
Scandal in Sorrento,1.301228,"Pane, amore e… - Collezione","[14, 3]"
Tracy Morgan: Bona Fide,0.503146,No Collection,"[16, 3]"
Blood on the Sun,1.130503,No Collection,"[0, 6, 18]"
8 Dates,0.422651,No Collection,[3]
Indie Game: The Movie,7.843916,No Collection,[5]
Liv & Ingmar,0.462133,No Collection,[5]
Pokiri,0.631275,No Collection,"[0, 9, 17]"
V,3.330159,V: The Collection,"[6, 15, 0, 1]"
The Impossible Years,0.152165,No Collection,"[3, 6]"
Chronicle,12.47441,No Collection,"[15, 6, 17]"
Cops,1.42553,No Collection,[3]
Losers' Club,1.054826,No Collection,"[3, 6]"
Dirty Linen,0.451399,No Collection,[]
The In Crowd,0.755195,No Collection,"[6, 12, 14]"
The Devil Commands,1.209468,No Collection,"[11, 15]"
Cannabis,0.069109,No Collection,"[0, 4, 6]"
Jeff Dunham: Jeff Dunham's Very Special Christmas Special,0.97378,No Collection,[3]
Hart to Hart: Till Death Do Us Hart,0.151739,No Collection,"[6, 4, 13]"
Mary,0.953421,No Collection,[6]
Recep İvedik 2,1.679656,Recep İvedik Serisi,[3]
Prince of the City,3.598627,No Collection,"[6, 17, 4]"
The Girl with the Hat Box,0.222519,No Collection,"[14, 6, 3]"
The Merchant of Venice,13.220259,No Collection,"[6, 14]"
The Handcuff King,0.498167,No Collection,"[3, 6, 7]"
Duel of Hearts,1.213965,No Collection,"[16, 6, 13, 14]"
Three Men and a Baby,5.667344,3 Men Collection,"[7, 3, 6]"
The Walls of Malapaga,0.439894,No Collection,[6]
Three the Hard Way,0.468913,No Collection,[0]
Camp Massacre,0.209126,No Collection,"[11, 3]"
Santa's Slay,3.785156,No Collection,"[3, 8, 11]"
Eden,0.555276,No Collection,[6]
Gorky Park,4.598954,No Collection,"[17, 4, 6]"
In the Arms of a Killer,0.00022,No Collection,[17]
The Taste of Money,1.407309,No Collection,[6]
The Good Life,0.889589,No Collection,"[6, 3]"
Volga - Volga,0.171433,No Collection,[3]
The Crossing,1.236516,No Collection,"[6, 10, 18]"
The Last Hurrah,0.660349,No Collection,[6]
Sherman's Way,0.901498,No Collection,"[3, 5]"
The Devil's Carnival,1.60037,The Devil's Carnival Collection,[11]
Trailer Park of Terror,1.728538,No Collection,[11]
Turtles Are Surprisingly Fast Swimmers,0.92083,No Collection,[3]
There's Something About Mary,11.688958,No Collection,"[14, 3]"
Captain America: The First Avenger,19.323582,Captain America Collection,"[0, 1, 15]"
Lunch Break,0.084113,No Collection,[]
The Shooter,0.112249,No Collection,[19]
The Best of Times,5.655712,No Collection,[3]
Bug,5.911303,No Collection,"[11, 17]"
The Body,5.513308,No Collection,"[17, 13]"
Hallelujah!,2.165824,No Collection,[3]
Stockholm Stories,1.343408,No Collection,[6]
The Underneath,2.059771,No Collection,"[17, 4]"
Washington Square,1.301573,No Collection,"[6, 14]"
The Whistle Blower,3.098412,No Collection,"[0, 17]"
Dreams That Money Can Buy,0.244574,No Collection,[]
Two Gentlemen Sharing,0.171405,No Collection,"[6, 14]"
Chapter 27,3.695319,No Collection,[6]
Pulse 2: Afterlife,8.443812,Pulse Collection,"[6, 11, 15]"
Sx_Tape,2.558803,No Collection,[11]
The Three Burials of Melquiades Estrada,9.117934,No Collection,"[1, 4, 6, 13, 19]"
Private Number,1.692988,No Collection,"[13, 11, 17]"
Steve Jobs: The Lost Interview,2.033402,No Collection,[5]
Action in Arabia,0.09855,No Collection,"[6, 14, 17]"
2001 Maniacs,4.619056,2001 Maniacs Collection,"[3, 11]"
The Broken Landlord,0.689375,No Collection,"[6, 3]"
Touchback,1.609267,No Collection,"[6, 7, 8]"
The Man with a Cloak,0.338909,No Collection,"[6, 17]"
Conversations with God,1.198126,No Collection,[6]
Band Aid,2.302455,No Collection,[3]
The Body,7.034927,No Collection,"[6, 13, 14, 17]"
Breaking Up,2.145688,No Collection,"[3, 6, 14]"
Le Corbeau,1.957418,No Collection,"[6, 17, 4, 13]"
The Mistress of Spices,2.286543,No Collection,"[6, 14]"
The Taking of Pelham One Two Three,7.762833,No Collection,"[0, 1, 4, 17]"
Cirque du Soleil: Dralion,0.382243,No Collection,"[5, 12]"
Shrink,3.81571,No Collection,"[3, 6]"
Below,11.19785,No Collection,"[17, 11, 13]"
Vampire Circus,1.72498,No Collection,[11]
Space Dogs 2,0.622825,Space Dogs,"[1, 2, 3, 7]"
A2 Racer,2.686788,No Collection,[0]
Kitchen Party,0.29947,No Collection,[3]
Cover Girl,1.735279,No Collection,"[3, 12, 14]"
Dopo quella notte,0.38098,No Collection,[6]
Räuber Kneißl,0.106609,No Collection,[6]
Heartbeats,5.483163,No Collection,"[6, 14]"
The Round Up,6.951496,No Collection,"[6, 10, 18]"
Champagne,0.560815,No Collection,[3]
Le Monde doit m'arriver,0.011823,No Collection,[]
Deep Evil,1.064408,No Collection,"[15, 17]"
The Crystal Ball,0.981921,No Collection,[3]
Upside Down,7.37535,No Collection,"[14, 15, 6, 8]"
Dance with the Devil,2.919575,No Collection,"[0, 17]"
The Wind in the Willows,1.338982,No Collection,"[7, 2, 1, 3]"
How the Lion Cub and the Turtle Sang a Song,0.020248,No Collection,[2]
El Infierno,3.030907,No Collection,"[6, 4, 3]"
Mulligans,1.631885,No Collection,[6]
Billy Gardell: Halftime,0.007877,No Collection,[3]
Independence Day,17.634197,Independence Day Collection,"[0, 1, 15]"
Cloud 9,6.216199,No Collection,"[0, 6, 14, 16]"
Ulysses,1.993626,No Collection,[1]
Behind Blue Skies,4.200146,No Collection,[6]
Oklahoma City,1.109178,No Collection,[5]
The Eternal Jew,1.595573,No Collection,[5]
You and Your Stupid Mate,0.221519,No Collection,"[3, 9]"
Lonesome Dove Church,0.676407,No Collection,[19]
Cool Breeze,0.540921,No Collection,"[0, 4]"
According to Greta,9.62432,No Collection,"[6, 14]"
Dodge City,2.53549,No Collection,"[0, 19]"
Gasoline,0.477258,No Collection,[4]
The Road to Ruin,1.142764,No Collection,[6]
Legends of the Fall,12.199047,No Collection,"[1, 6, 14, 18]"
Omkara,1.395127,No Collection,"[4, 6]"
Now You See It...,1.448265,No Collection,"[3, 13]"
Vision Quest,5.504082,No Collection,"[6, 14]"
Here Is Your Life,0.762877,No Collection,[6]
Borrowed Hearts,1.307312,No Collection,"[6, 8, 14]"
Time Zero: The Last Year of Polaroid Film,0.0998,No Collection,"[5, 10]"
Jam,0.055485,No Collection,"[6, 5]"
B.F.'s Daughter,0.062259,No Collection,"[14, 6]"
Backbeat,2.487951,No Collection,"[6, 12]"
Asoka,1.484908,No Collection,"[6, 10]"
Miracle on 34th Street,5.831622,No Collection,"[8, 6, 7]"
Train,3.874811,No Collection,"[11, 17]"
Warhouse,0.95326,No Collection,"[11, 17]"
Sinister 2,17.602928,Sinister Collection,[11]
Trivisa,1.945179,No Collection,"[6, 4, 17]"
Hidden,1.602258,No Collection,"[17, 11]"
06/05,0.903115,No Collection,[6]
Celine: Through the Eyes of the World,0.115143,No Collection,"[5, 12]"
Slums: Cities of Tomorrow,0.058183,No Collection,[5]
Lucky Partners,0.172542,No Collection,"[3, 6, 14]"
House on Haunted Hill,5.738218,No Collection,"[6, 11, 17]"
David Cross: Making America Great Again,0.41566,No Collection,[3]
The Wings of the Dove,3.377578,No Collection,"[6, 14]"
Our Mother's House,1.385444,No Collection,[6]
Carry On Cleo,6.143986,The Carry On Collection,[3]
Tank Girl,7.602087,No Collection,"[0, 3, 8, 15]"
The Human Centipede (First Sequence),12.84585,The Human Centipede Collection,[11]
Diamond Cartel,1.95914,No Collection,[0]
King of the Children,0.047883,No Collection,[6]
Scarlet Street,6.360746,No Collection,[6]
Guilty Hearts,0.887398,No Collection,"[6, 14]"
Highlander II: The Quickening,8.032638,Highlander Collection,"[0, 8, 15]"
The Incredible Hulk Returns,1.92429,The Incredible Hulk (TV Movie) Collection,"[0, 6, 1]"
The Ring Thing,0.486952,No Collection,[3]
Shock Treatment,0.747647,No Collection,"[17, 4, 6, 11, 13, 15]"
Joker,0.966606,No Collection,"[3, 9]"
Opus IV,0.433345,No Collection,[2]
Glass,0.476676,No Collection,[5]
Sacred Heart,2.266673,No Collection,[6]
Ruthless People,7.427491,No Collection,[3]
Beyond,0.415365,No Collection,"[14, 15, 6]"
"Goodbye, Dragon Inn",0.929244,No Collection,"[3, 6, 9]"
The Cannonball Run,6.693055,Cannonball Run Collection,[3]
Frankenstein and the Monster from Hell,8.388808,Frankenstein (Hammer Series),"[11, 15]"
About a Girl,1.159873,No Collection,"[6, 3]"
Mid-August Lunch,1.288693,No Collection,"[6, 3, 9]"
The Horror of Party Beach,0.430227,No Collection,"[11, 12]"
Cane Toads: The Conquest,0.295907,No Collection,[5]
He Was a Quiet Man,4.176044,No Collection,"[14, 3, 6]"
The Eichmann Show,3.785532,No Collection,[6]
Apartment Troubles,0.638504,No Collection,"[6, 3]"
Pixels,1.190657,No Collection,[15]
Mughal-e-Azam,0.283219,No Collection,"[6, 9, 14]"
Piglet's Big Movie,8.516475,No Collection,"[2, 7]"
Exorcismo,0.605524,No Collection,[11]
Babe: Pig in the City,6.229629,Babe Collection,"[1, 3, 6, 7, 8]"
Bleach: The DiamondDust Rebellion,2.662515,Bleach (Collection),"[0, 2, 1, 6]"
Patterns,0.504412,No Collection,[6]
Them Idiots: Whirled Tour,0.410033,No Collection,[3]
Santa Buddies,4.688709,Disney Buddies Collection,[1]
Motorama,1.147517,No Collection,[3]
Marked for Death,5.845712,No Collection,"[0, 17]"
Death of a Doctor,0.000808,No Collection,[6]
Bulletproof,0.183677,No Collection,"[0, 17]"
Third Person,8.808328,No Collection,"[6, 14]"
Yesterday,0.000844,No Collection,[6]
1:54,2.054256,No Collection,[6]
Jonah: A VeggieTales Movie,1.734181,No Collection,"[0, 1, 2, 3, 7, 8, 14]"
The Unloved,1.812246,No Collection,[6]
Wadd: The Life & Times of John C. Holmes,0.294074,No Collection,[5]
Rhinoceros,0.142337,No Collection,"[3, 2]"
Turn of the Screw,0.149945,No Collection,[11]
Seven Days Somewhere Else,0.001707,No Collection,[6]
Brothers in Trouble,0.594716,No Collection,"[3, 6]"
Hidden Away,2.036082,No Collection,"[14, 6]"
The Shoes of the Fisherman,1.795249,No Collection,[6]
Making the Earth Stand Still,0.001177,No Collection,[5]
Heavenly Judgement,2.176924,No Collection,[]
Roles in the Wind,0.469509,No Collection,"[3, 6]"
Last Winter,0.776769,No Collection,[17]
Stray Dog: Kerberos Panzer Cops,0.008673,No Collection,"[9, 15]"
De Indringer,0.748143,No Collection,"[11, 17, 13]"
Stormy Weather,0.70239,No Collection,[12]
Shorts,4.021983,No Collection,"[3, 7]"
Blackfish,5.495138,No Collection,[5]
The Witch,0.223138,No Collection,"[9, 11]"
Big Love,0.428404,No Collection,"[6, 14, 17]"
Richard III,1.971284,No Collection,"[6, 10]"
Tikkun,0.859725,No Collection,[6]
Going Back,0.398455,No Collection,[]
The Bridges of Madison County,5.951077,No Collection,"[6, 14]"
Fiend Without a Face,1.060049,No Collection,"[11, 15]"
Anguish,1.57501,No Collection,[11]
Journey to the Center of the Earth,0.196544,No Collection,"[8, 0, 15, 7]"
Bajirao Mastani,4.683689,No Collection,"[18, 10, 14]"
Magician Mickey,0.579559,No Collection,[2]
Trans,0.042209,No Collection,[6]
An American Tail: The Mystery of the Night Monster,5.832963,Fievel Collection,"[1, 8, 2, 15, 13, 7]"
Choking Man,0.728412,No Collection,"[3, 6]"
Rose Hill,0.625766,No Collection,"[16, 19]"
The Groomsmen,3.098757,No Collection,"[3, 14]"
Moll Flanders,2.337263,No Collection,"[6, 14]"
Le jeu de la mort,0.322974,No Collection,[5]
MadHouse,1.766022,No Collection,[3]
Buchanan Rides Alone,0.787377,No Collection,"[0, 19]"
War Pigs,2.810557,No Collection,"[18, 0]"
H.M.S. Defiant,0.525019,No Collection,"[10, 6, 0, 1]"
Ninja Assassin,9.163897,No Collection,"[0, 4, 17]"
Gravy,1.152146,No Collection,"[3, 11]"
The Strange One,0.013542,No Collection,[6]
Auggie Rose,1.091859,No Collection,"[6, 13, 17]"
1944 The Final Defence,0.493879,No Collection,[18]
Lyrical Nitrate,0.017788,No Collection,[5]
Bookies,1.841633,No Collection,"[6, 0, 3]"
Santa Claus,2.803446,No Collection,[3]
Maniacts,0.357354,No Collection,[]
Heat-Haze Theatre,1.900438,No Collection,"[13, 8, 17, 11]"
A Bay of Blood,4.725878,No Collection,"[11, 17]"
I'm Staying,0.594488,No Collection,"[3, 6, 8]"
Housebound,5.343018,No Collection,"[11, 3, 17]"
Pretty Butterflies,0.716787,No Collection,[6]
Sorceress,1.467206,No Collection,"[0, 1, 8]"
The Moment to Kill,0.119547,No Collection,[19]
Stunt Squad,0.000844,No Collection,"[0, 4, 17]"
This Could Be the Night,0.158073,No Collection,[3]
Mad Love,2.624771,No Collection,"[6, 7, 14]"
Howl's Moving Castle,16.136048,No Collection,"[8, 2, 1]"
The Rocket from Calabuch,0.235894,No Collection,[3]
The Final,4.010976,No Collection,"[6, 11, 17]"
The Coast Guard,1.915235,No Collection,"[17, 6]"
Robinson Crusoe,8.969705,No Collection,"[1, 2, 3, 7]"
Johnny Got His Gun,4.261661,No Collection,"[18, 6]"
Black Box,3.45318,No Collection,"[13, 17]"
The Milkmaid,0.001248,No Collection,"[14, 6]"
Tough Enough,1.634982,No Collection,"[6, 17]"
Breaking with Old Ideas,0.0,No Collection,[]
See What I'm Saying: The Deaf Entertainers Documentary,0.076471,No Collection,[5]
Sharunas Bartas: An Army of One,0.006052,No Collection,[5]
Anna and the King,17.65016,No Collection,"[6, 10, 14]"
Angel Heart,7.290872,No Collection,"[11, 13, 17]"
The Scarlet Dove,0.159754,No Collection,"[6, 13, 17]"
Nana,0.410031,No Collection,"[14, 6]"
Steamboat Round the Bend,0.385059,No Collection,[3]
Letters from Iwo Jima,11.649588,Clint Eastwood's Iwo Jima Collection,"[0, 1, 6, 18]"
Starstruck,0.039514,No Collection,"[3, 12, 14]"
Single White Female,7.246119,Single White Female Collection,[17]
Officers,2.002326,No Collection,"[6, 14]"
Blade II,17.05064,Blade Collection,"[8, 11, 0, 17]"
Model by Day,0.219265,No Collection,"[16, 0, 1]"
Inglourious Basterds,16.89564,No Collection,"[6, 0, 17, 18]"
My Fake Fiance,7.793433,No Collection,[3]
Mr. Robinson Crusoe,0.176884,No Collection,"[1, 3]"
The Student,3.282591,No Collection,[14]
Wrong Side of Town,1.751625,No Collection,"[0, 4]"
Talking Heads,0.00195,No Collection,"[5, 9]"
Notes on Blindness,1.787411,No Collection,"[5, 6]"
Firestarter 2: Rekindled,2.581486,Firestarter Collection,"[16, 11, 15, 17]"
Secret Santa,0.539942,No Collection,"[16, 7, 14]"
La notte brava,0.059818,No Collection,[6]
Thomas in Love,0.369046,No Collection,"[6, 3, 15, 14, 9]"
Scenes from a Marriage,2.845693,No Collection,"[6, 14]"
H3 - Halloween Horror Hostel,0.045829,No Collection,[3]
Not Suitable For Children,6.431209,No Collection,"[3, 14]"
The Childhood of Maxim Gorky,0.981955,The Gorky Collection,[6]
Green Fish,1.368056,No Collection,"[6, 0, 17, 4, 9]"
Taxi 4,10.442485,Taxi Collection,"[0, 3]"
The Noose,0.386626,No Collection,[6]
Bread and Roses,1.428582,No Collection,"[3, 6]"
Antoine and Colette,1.673854,The Adventures of Antoine Doinel,[6]
Ratchet & Clank,9.115939,No Collection,"[0, 1, 2, 7]"
Amy,3.099788,No Collection,"[3, 6]"
